"year","council","income","activity","val"
2010,"Masterton District Council","Purchases and other operating expenditure","Environmental protection",0
2009,"Masterton District Council","Rates","Environmental protection",0
2009,"Masterton District Council","Regulatory income and petrol tax","Environmental protection",0
2009,"Masterton District Council","Current grants, subsidies, and donations income","Environmental protection",0
2009,"Masterton District Council","Interest income","Environmental protection",0
2009,"Masterton District Council","Dividend income","Environmental protection",0
2009,"Masterton District Council","Sales and other operating income","Environmental protection",0
2009,"Masterton District Council","Employee costs","Environmental protection",0
2009,"Masterton District Council","Depreciation and amortisation","Environmental protection",0
2009,"Masterton District Council","Current grants, subsidies, and donations expenditure","Environmental protection",0
2009,"Masterton District Council","Interest expenditure","Environmental protection",0
2009,"Masterton District Council","Purchases and other operating expenditure","Environmental protection",0
2014,"Masterton District Council","Rates","Culture",1925
2014,"Masterton District Council","Regulatory income and petrol tax","Culture",0
2014,"Masterton District Council","Current grants, subsidies, and donations income","Culture",68
2014,"Masterton District Council","Interest income","Culture",0
2014,"Masterton District Council","Dividend income","Culture",0
2014,"Masterton District Council","Sales and other operating income","Culture",83
2014,"Masterton District Council","Employee costs","Culture",824
2014,"Masterton District Council","Depreciation and amortisation","Culture",261
2014,"Masterton District Council","Current grants, subsidies, and donations expenditure","Culture",409
2014,"Masterton District Council","Interest expenditure","Culture",0
2014,"Masterton District Council","Purchases and other operating expenditure","Culture",446
2013,"Masterton District Council","Rates","Culture",1811
2013,"Masterton District Council","Regulatory income and petrol tax","Culture",0
2013,"Masterton District Council","Current grants, subsidies, and donations income","Culture",69
2013,"Masterton District Council","Interest income","Culture",0
2013,"Masterton District Council","Dividend income","Culture",0
2013,"Masterton District Council","Sales and other operating income","Culture",94
2013,"Masterton District Council","Employee costs","Culture",764
2013,"Masterton District Council","Depreciation and amortisation","Culture",235
2013,"Masterton District Council","Current grants, subsidies, and donations expenditure","Culture",385
2013,"Masterton District Council","Interest expenditure","Culture",0
2013,"Masterton District Council","Purchases and other operating expenditure","Culture",642
2012,"Masterton District Council","Rates","Culture",1759
2012,"Masterton District Council","Regulatory income and petrol tax","Culture",0
2012,"Masterton District Council","Current grants, subsidies, and donations income","Culture",77
2012,"Masterton District Council","Interest income","Culture",0
2012,"Masterton District Council","Dividend income","Culture",0
2012,"Masterton District Council","Sales and other operating income","Culture",129
2012,"Masterton District Council","Employee costs","Culture",759
2012,"Masterton District Council","Depreciation and amortisation","Culture",241
2012,"Masterton District Council","Current grants, subsidies, and donations expenditure","Culture",360
2012,"Masterton District Council","Interest expenditure","Culture",0
2012,"Masterton District Council","Purchases and other operating expenditure","Culture",644
2011,"Masterton District Council","Rates","Culture",1691
2011,"Masterton District Council","Regulatory income and petrol tax","Culture",0
2011,"Masterton District Council","Current grants, subsidies, and donations income","Culture",182
2011,"Masterton District Council","Interest income","Culture",0
2011,"Masterton District Council","Dividend income","Culture",0
2011,"Masterton District Council","Sales and other operating income","Culture",169
2011,"Masterton District Council","Employee costs","Culture",738
2011,"Masterton District Council","Depreciation and amortisation","Culture",262
2011,"Masterton District Council","Current grants, subsidies, and donations expenditure","Culture",350
2011,"Masterton District Council","Interest expenditure","Culture",0
2011,"Masterton District Council","Purchases and other operating expenditure","Culture",660
2010,"Masterton District Council","Rates","Culture",1611
2010,"Masterton District Council","Regulatory income and petrol tax","Culture",0
2010,"Masterton District Council","Current grants, subsidies, and donations income","Culture",189
2010,"Masterton District Council","Interest income","Culture",0
2010,"Masterton District Council","Dividend income","Culture",0
2010,"Masterton District Council","Sales and other operating income","Culture",160
2010,"Masterton District Council","Employee costs","Culture",717
2010,"Masterton District Council","Depreciation and amortisation","Culture",251
2010,"Masterton District Council","Current grants, subsidies, and donations expenditure","Culture",420
2010,"Masterton District Council","Interest expenditure","Culture",0
2010,"Masterton District Council","Purchases and other operating expenditure","Culture",369
2009,"Masterton District Council","Rates","Culture",1617
2009,"Masterton District Council","Regulatory income and petrol tax","Culture",0
2009,"Masterton District Council","Current grants, subsidies, and donations income","Culture",180
2009,"Masterton District Council","Interest income","Culture",0
2009,"Masterton District Council","Dividend income","Culture",0
2009,"Masterton District Council","Sales and other operating income","Culture",136
2009,"Masterton District Council","Employee costs","Culture",721
2009,"Masterton District Council","Depreciation and amortisation","Culture",222
2009,"Masterton District Council","Current grants, subsidies, and donations expenditure","Culture",270
2009,"Masterton District Council","Interest expenditure","Culture",0
2009,"Masterton District Council","Purchases and other operating expenditure","Culture",591
2014,"Masterton District Council","Rates","Recreation and sport",3143
2014,"Masterton District Council","Regulatory income and petrol tax","Recreation and sport",0
2014,"Masterton District Council","Current grants, subsidies, and donations income","Recreation and sport",30
2014,"Masterton District Council","Interest income","Recreation and sport",0
2014,"Masterton District Council","Dividend income","Recreation and sport",0
